OrderNum,DeliveryAddress,ShippingFee,DeliveryCompany
6760,"7526 Kenneth Avenue Hendersonland, AK 53160",41.39,UPS
6761,"2266 John Street Apt. 665 Anthonytown, GU 71602",41.29,UPS
6762,"1814 Rachel Mountain Millermouth, PA 23323",47.7,DHL
6763,Unknown Shipping Address,29.31,FedEx
6764,"13954 Mclaughlin Crescent Suite 414 Floydbury, IL 87447",20.68,UPS
6765,"677 Mccall Station Jefftown, UT 21010",6.94,DHL
6766,"04538 Jamie Plaza New Alexandramouth, AL 40517",35.62,FedEx
6767,"32745 Johnson Manors New Stephanie, LA 48468",28.61,UPS
6768,"27091 Amanda Port Sarahberg, MH 75135",42.81,DHL
6769,"53101 Wright Summit East Danielle, MA 99558",34.64,DHL
6770,"22247 Dean Fall West Steven, WI 33079",19.25,UPS
6771,"1244 Walker Bypass Quinnton, SD 60881",41.31,UPS
6772,"646 Catherine Squares Suite 722 Port Diana, ME 49238",48.25,UPS
6773,USNS Anthony FPO AA 39011,6.77,UPS
6774,Unknown Shipping Address,25.78,DHL
6775,"623 Shannon Field Suite 480 Cristinaview, MA 68226",33.65,FedEx
6776,"251 Chapman Streets Apt. 564 Wongside, CA 34974",49.07,FedEx
6777,USCGC Woods FPO AA 44518,18.18,FedEx
6778,"47637 Graham Corner Turnerstad, DE 70570",45.7,DHL
6779,"46699 Harris Expressway Maryview, SC 56105",29.81,UPS
6780,"656 Karen Fall Suite 455 Fisherberg, WA 69442",36.63,UPS
6781,"251 Jenkins Haven Apt. 902 West Clayton, IA 27784",45.3,UPS
6782,"24030 William Lights Suite 525 Boonemouth, KS 00812",15.03,UPS
6783,USCGC Stewart FPO AP 31327,21.64,FedEx
6784,"88684 Christopher Course Apt. 719 West Dawnton, FL 19806",32.72,FedEx
6785,"09337 Escobar Ways Suite 190 South Samantha, OH 13458",43.01,FedEx
6786,"29210 Kathy Ways Suite 752 Michaelstad, MD 12462",23.68,FedEx
6787,"1175 Lisa Rapids Kimborough, MO 32421",33.29,FedEx
6788,"0651 Mills Brooks Suite 381 East Brittanymouth, RI 60749",41.5,FedEx
6789,"8220 French Knolls Santosmouth, MH 42286",19.97,DHL
6790,"087 Shawna Stravenue Suite 974 Johnsonberg, AS 39556",33.72,UPS
6791,"7210 Bowers Villages Apt. 824 Vasquezport, MH 17455",41.17,DHL
6792,"2270 Crystal Highway Suite 424 Nicolemouth, AL 52297",34.82,DHL
6793,"564 Patrick Expressway Clarkborough, AK 14288",38.16,FedEx
6794,"654 Rubio Walk New Johnberg, NV 91516",47.44,UPS
6795,"7200 Frey Fields Andradefort, RI 87362",7.56,FedEx
6796,"226 Kim Crescent Port Brianport, NV 49844",40.28,FedEx
6797,"5519 Jason Stream Suite 130 Donaldborough, DE 65043",44.13,FedEx
6798,"60012 Roberto Place Suite 914 Spencerland, TX 69228",49.12,FedEx
6799,"9895 Tamara Brook Apt. 796 Smithfurt, UT 45610",21.58,FedEx
6800,"66250 Michael Fork Apt. 288 East Christineside, MD 88885",30.73,DHL
6801,"972 Cassandra Motorway West Eric, FM 89878",42.97,DHL
6802,"1963 Smith Passage Apt. 932 Bellborough, MD 75279",33.68,FedEx
6803,"3941 David Glen Apt. 575 Rhodesfort, MT 11323",20.78,UPS
6804,"42696 Zavala Parkways Suite 376 Greenmouth, AR 70571",27.15,FedEx
6805,"807 Mercer Loaf Suite 156 Hayesfurt, TN 83923",48.19,FedEx
6806,"470 Sanchez Fall Lake Amanda, IN 65100",15.33,DHL
6807,USS Miller FPO AE 46216,5.64,DHL
6808,"56109 Smith Court Charlesport, OK 05038",33.05,FedEx
6809,"53421 Geoffrey Walk Port Bailey, WI 52795",11.69,UPS
6810,"98887 Michael Inlet South Kathleenchester, OK 14102",17.68,UPS
6811,"682 Kathleen Common Apt. 362 Jeremyborough, CT 91946",41.76,UPS
6812,"25076 Clay Wall Suite 218 Bergfort, LA 35474",35.97,UPS
6813,"33853 Sierra Forge South Laurietown, CO 87539",23.66,FedEx
6814,USNS Elliott FPO AP 51488,12.83,FedEx
6815,Unit 8963 Box 2863 DPO AE 58658,42.36,DHL
6816,"35199 Colleen Way Suite 405 Christopherside, FL 41273",18.47,UPS
6817,"9961 Elliott Mountain Apt. 888 East Dale, HI 26551",10.38,DHL
6818,"237 Brandon Village East Kennethside, HI 76658",46.62,UPS
6819,"8753 Hannah Field Timothyfort, NH 60915",33.02,DHL
6820,"6419 Morse Valleys Apt. 681 Lake Johnhaven, IN 49075",48.2,DHL
6821,"28785 Pam Heights Dyermouth, PW 03977",49.68,UPS
6822,"09662 Lisa Meadow North Robert, MA 95820",13.08,UPS
6823,"430 Jason Street Apt. 150 Lake Samuelberg, OR 23780",36.84,FedEx
6824,"1718 Chase Bridge Brownville, IL 72531",33.41,UPS
6825,"8569 Michael Stravenue Suite 630 South Alejandro, WY 57119",47.94,UPS
6826,"3052 Jordan Heights Port Thomasberg, GU 34083",14.19,FedEx
6827,"004 Brown Mall Virginiastad, MT 02733",43.21,UPS
6828,"68644 Katherine Oval Apt. 995 New Chelseymouth, WI 24867",18.95,FedEx
6829,"89750 Webb Keys Masonborough, ME 55413",30.17,FedEx
6830,"7098 Tina Light Suite 450 Nguyenstad, RI 54040",8.79,UPS
6831,"861 Jonathan Valley Goodwinbury, ID 21460",9.05,FedEx
6832,"69415 Rachel Pike South Kathyview, MH 29711",18.97,FedEx
6833,Unit 2150 Box 6425 DPO AP 23154,35.08,FedEx
6834,"92398 James Trace Kimport, NV 71452",18.42,FedEx
6835,"7990 Ray Well Tinaburgh, NE 13574",36.61,UPS
6836,"PSC 8829, Box 2179 APO AA 21328",20.76,UPS
6837,"123 Paige Center South Erica, MA 29788",18.94,UPS
6838,"169 Grace Plaza Suite 700 North Ronald, AK 49905",18.83,FedEx
6839,"863 Tyler Point Suite 135 Tracyborough, NV 91589",32.1,DHL
6840,"05492 Benjamin Ridge West Danielberg, MD 50059",48.94,UPS
6841,"5354 Henry Heights Apt. 171 Lake Stephenshire, GU 69469",17.86,FedEx
6842,"03904 Grant Flat Apt. 440 New Reneefort, TN 97050",8.29,UPS
6843,"4505 Ruiz Viaduct North Victoriaberg, KY 54840",16.24,FedEx
6844,USCGC Santana FPO AP 26423,45.45,FedEx
6845,"92687 Lisa Terrace Pattersonburgh, MI 56450",32.69,DHL
6846,"4153 Travis Ridges Apt. 677 West Jennifermouth, PR 45312",48.35,UPS
6847,"94090 Smith Forest Deckermouth, NY 38655",20.28,FedEx
6848,"PSC 7832, Box 5629 APO AP 35331",13.41,FedEx
6849,"483 Patrick Canyon Apt. 325 Cartershire, SD 70199",30.65,DHL
6850,"620 Wayne Drives Apt. 108 Samanthafurt, LA 83778",22.96,FedEx
6851,"296 Tucker Ways Gutierrezmouth, IA 78404",25.21,UPS
6852,"5254 Thomas Bypass Saraside, MP 81226",34.27,UPS
6853,"032 Byrd Junctions South Dannybury, NY 55903",9.06,FedEx
6854,"3340 Ronald Camp Apt. 799 Kimberlyport, OR 02400",18.09,DHL
6855,"99888 Mckinney Branch Robertston, AS 21796",19.65,DHL
6856,"1652 Rodriguez Mews Garcialand, FM 56484",46.61,UPS
6857,"8038 Smith Village Apt. 379 New Shannonberg, FL 02430",43.07,FedEx
6858,"33492 Garcia Walks Suite 709 Millerborough, WV 84721",14.03,FedEx
6859,"90842 Michael Overpass South Justin, NE 44774",26.75,FedEx
6860,"63396 Smith Coves Suite 980 Heatherborough, MD 47158",32.78,DHL
6861,"421 Jordan Falls Apt. 710 North Elizabeth, VT 25967",33.15,FedEx
6862,"2197 Miller Meadow North Jillville, NE 33413",40.93,FedEx
6863,"35345 Jennifer Common Johnborough, MI 01874",8.87,UPS
6864,"934 Gordon Expressway West Danny, IL 60509",26.05,FedEx
6865,"706 Lawson Ways Apt. 997 Valerieview, DC 92349",26.82,DHL
6866,"555 Eric Springs Lake Abigail, ID 86477",49.86,UPS
6867,"059 Walker Haven South Williamside, NJ 19617",7.4,FedEx
6868,"440 Adams Vista Rogersville, NH 07771",37.65,DHL
6869,"8681 Molina Crossing Apt. 459 Lake Taylor, PA 06156",14.11,UPS
6870,Unknown Shipping Address,31.55,FedEx
6871,"2554 Bishop Summit Lake Georgeville, MI 97859",48.03,DHL
6872,"681 Amy Gardens East Carol, NH 08422",36.84,FedEx
6873,"5859 Young Village North Garyberg, AL 72571",7.52,FedEx
6874,"PSC 6587, Box 2510 APO AE 82287",7.02,FedEx
6875,"83046 Stewart Tunnel Suite 386 Beckerhaven, SC 50045",11.62,DHL
6876,"69403 Paul Coves Suite 258 Jacobville, UT 16111",14.31,UPS
6877,"0987 Griffin Springs Jenkinsmouth, NE 79498",32.79,DHL
6878,Unit 3149 Box 5738 DPO AA 91719,44.33,DHL
6879,"0625 Hamilton Club Apt. 189 North Matthewfort, PA 49033",18.09,FedEx
6880,"6643 Taylor Circle Apt. 868 West Elizabeth, TN 14390",36.57,UPS
6881,"956 Cynthia Valleys Apt. 589 East Jerryberg, MS 75410",19.5,DHL
6882,"14787 Brandon Falls Apt. 876 Kevinville, WI 39746",22.7,FedEx
6883,"3795 Long Isle Apt. 398 Cooleymouth, CA 40670",35.79,FedEx
6884,Unknown Shipping Address,5.39,DHL
6885,"2268 Barr Extensions Proctorton, OK 09632",42.24,UPS
6886,"3903 William Stream Suite 886 East Carriechester, AR 55429",39.71,FedEx
6887,USCGC Lee FPO AE 15911,25.56,UPS
6888,"8880 Nguyen Lake Suite 065 Port Daniel, MD 45612",47.67,FedEx
6889,Unit 1448 Box 2418 DPO AE 45761,19.32,FedEx
6890,"290 Debra Pass Apt. 406 North Maryview, OK 24286",23.44,FedEx
6891,"7425 Norma Hills Apt. 862 West Tara, VA 68025",32.92,FedEx
6892,USNV Stout FPO AA 92078,17.81,UPS
6893,"168 Robbins Mountains Suite 527 Kimview, OR 28016",34.82,UPS
6894,"30920 Jackson Isle Suite 359 Wilcoxmouth, MT 33058",17.27,UPS
6895,"967 Arthur Canyon Grayhaven, FL 51672",45.18,UPS
6896,"PSC 5675, Box 6585 APO AE 23091",16.85,FedEx
6897,"9312 Ellis Ridges Bradleyfurt, UT 80872",35.45,FedEx
6898,Unit 3409 Box 0160 DPO AE 58405,36.05,UPS
6899,Unit 9155 Box 9184 DPO AA 11835,10.87,DHL
6900,"5583 Perez Village Suite 898 Lozanoborough, GU 27150",10.63,DHL
6901,"84844 Mark Parks New Allenmouth, SC 57714",32.1,DHL
6902,"0891 Rhonda Wells Suite 946 Nathanberg, AS 52224",37.39,DHL
6903,"4295 Boyer Radial West Jonathan, IA 11022",31.4,DHL
6904,Unit 2624 Box 8407 DPO AE 36868,21.23,FedEx
6905,"669 Davis Loop Williamsonborough, CA 86436",9.89,DHL
6906,"28365 George Glen Apt. 552 Justinside, MN 24015",7.49,FedEx
6907,"54363 Brown Ways Smithburgh, PA 69287",31.04,DHL
6908,"3686 Pace Meadow Powellchester, PR 08118",25.06,DHL
6909,"54308 Benjamin Hill South Ana, MH 20520",6.36,UPS
6910,"98265 Mckinney Loaf Apt. 151 Rachaelchester, WV 86545",18.47,UPS
6911,"38731 Wilson Row Apt. 079 Brittanyshire, MP 60697",45.07,DHL
6912,"102 Williams Drive Suite 678 Tammyport, KY 12032",24.21,FedEx
6913,Unknown Shipping Address,11.64,DHL
6914,"207 Munoz Mount Peterhaven, MI 22965",42.5,UPS
6915,"981 Natasha Locks Apt. 940 Harrisonside, OH 47835",8.53,UPS
6916,"50745 Wendy Views Suite 994 Elliottstad, IL 31276",35.27,DHL
6917,"8685 Jefferson Cape Apt. 831 Port Carlachester, TX 66512",39.41,UPS
6918,"37794 Danielle Loop North Christine, HI 65295",31.21,DHL
6919,"1247 Heather Lane Apt. 229 North Joshua, FM 53527",21.64,DHL
6920,"37428 Thomas Walk Suite 669 North Mary, OR 54673",46.61,FedEx
6921,"2393 Thomas Ranch Apt. 686 Morrisborough, LA 94138",28.64,DHL
6922,"558 Steven Wall New Lisa, MA 40029",41.5,UPS
6923,"49249 Douglas Land North Lee, NC 17591",42.88,UPS
6924,"90904 Jason Parkways Suite 286 New Darrenhaven, ND 59446",12.76,DHL
6925,"2915 Elizabeth Lake Suite 783 Mullinsburgh, SD 87892",38.56,UPS
6926,"003 Johnson Pass Suite 503 Port Sharonport, KS 55549",19.75,UPS
6927,"091 Anderson Motorway Apt. 353 Skinnerstad, MI 98417",47.81,UPS
6928,"851 George Island Apt. 861 Port Karlaton, RI 61015",14.33,DHL
6929,"8502 Mendoza Pass South Andrew, NV 89727",20.3,FedEx
6930,"123 Alexandra Extension Apt. 241 West Karen, PA 18878",26.36,UPS
6931,"24641 Phillips Lake Apt. 355 Keithport, WA 41139",31.55,UPS
6932,Unit 7552 Box 0857 DPO AP 53588,37.38,DHL
6933,"9944 Kevin Drive New Justin, PR 19706",39.63,UPS
6934,"767 Jerry Shores Apt. 535 Carolborough, VT 17254",29.68,UPS
6935,"2644 Perez Rue Batesmouth, NV 73921",14.88,FedEx
6936,"237 Julie Burg Apt. 335 Michaelhaven, MH 92641",43.51,DHL
6937,"432 Steven Estate Powellmouth, FL 36232",14.24,FedEx
6938,"8277 Timothy Junctions Suite 929 East Benjamin, VA 92777",35,UPS
6939,"67191 Kelley Square Suite 758 Garrettmouth, CA 39717",42.27,DHL
6940,Unit 0675 Box 8492 DPO AP 21575,32.99,DHL
6941,"PSC 3582, Box 3021 APO AE 69935",30.17,UPS
6942,"100 Justin Lodge Suite 297 South Joshuaborough, AS 93669",33.09,FedEx
6943,"3674 Chavez Brook Lake Morganhaven, TX 97745",40.13,DHL
6944,"98914 Jackson Walks Apt. 972 South Karina, MT 83861",42.81,FedEx
6945,"40558 Timothy Ridges Suite 771 New Lindsaymouth, MN 55525",49.77,UPS
6946,"407 Charles Knoll Andrewshire, MN 06520",5.02,FedEx
6947,"2940 Jessica Mill Apt. 964 East David, GA 55917",6.61,DHL
6948,Unit 3914 Box 0620 DPO AP 23849,31.02,UPS
6949,"684 Michael Union Samuelmouth, AZ 12745",18.38,FedEx
6950,"96115 Derek Road Suite 735 Gibsonhaven, MD 06570",39.67,DHL
6951,"162 Fitzpatrick Divide Jonesburgh, OH 28151",41.93,UPS
6952,"538 Miller Locks Port Normafort, NJ 25444",19.5,DHL
6953,"485 Brandy Plain Suite 113 Martinmouth, MH 62328",19.84,UPS
6954,Unit 6773 Box 5882 DPO AE 06232,46.75,UPS
6955,"48569 Paige Valley Fitzgeraldport, WI 66389",21.09,FedEx
6956,"4899 Nathaniel Isle West Stephenville, FL 40201",10.69,FedEx
6957,"8504 Webb Circle North David, DE 67118",39.77,FedEx
6958,USNS Jackson FPO AP 03827,48.99,FedEx
6959,"3146 Lisa Court Apt. 952 Thomasport, AR 18924",21.29,DHL
6960,"268 Morales Forge Suite 081 Lake Melissa, MI 52787",49.64,FedEx
6961,"7515 Armstrong Forges Suite 603 Aprilville, LA 11893",22.45,UPS
6962,"PSC 5468, Box 1452 APO AE 72778",38.86,DHL
6963,"3209 Bonnie Garden North Timothystad, MS 26819",17.99,DHL
6964,USS Byrd FPO AP 07488,17.07,UPS
6965,"4567 Dawn Tunnel Smithstad, ME 62378",30.57,UPS
6966,"31018 John Mews Christianland, MN 80343",42.48,UPS
6967,"0404 Clements Coves Suite 378 Erinburgh, CO 19279",30.17,FedEx
6968,"55731 Sanchez Ridge Bowenmouth, HI 36668",34,UPS
6969,"87784 Jennifer Mill Waltermouth, FM 48459",39.21,UPS
6970,USCGC Deleon FPO AE 88252,43.59,FedEx
6971,Unknown Shipping Address,44.58,DHL
6972,"875 Henderson Trace Apt. 786 Ronniechester, NM 96622",28.12,FedEx
6973,"9541 Jennifer Streets Stephanieton, PW 99799",38.69,FedEx
6974,"29709 Sullivan Flats Territon, CA 01545",34.22,UPS
6975,"74718 Navarro Mountains Apt. 001 Scottbury, IA 86808",37.16,FedEx
6976,"88758 Freeman Port East Sonyaview, SD 39273",46.02,UPS
6977,"1240 Jacob Creek Johnhaven, IN 60099",29.11,DHL
6978,"808 Daniel Fork Apt. 505 East Johnchester, TX 52212",36.74,DHL
6979,"1083 Hughes Freeway Grayfort, WI 88997",25.93,UPS
6980,"6117 Kelly Islands Suite 903 West Alexandra, NY 46574",27.29,UPS
6981,"38996 Green Brook Suite 748 East Ginafort, PW 41323",8.03,DHL
6982,"00045 Kelly Manor Apt. 137 North Katherinehaven, WY 93741",23.31,FedEx
6983,"7696 Brooks Keys New Linda, VT 68138",27.45,DHL
6984,"175 Michelle Via Apt. 974 Hornport, MN 30960",13.29,FedEx
6985,USCGC Frost FPO AP 55639,46.46,UPS
6986,"323 Adams Lodge Apt. 101 Alexandraton, TX 88721",40.97,UPS
6987,"319 James Roads Apt. 723 Thomasmouth, RI 67342",21.55,UPS
6988,"640 Clark Brook Suite 586 Theresafurt, TX 34306",41.46,UPS
6989,"9760 Hudson Fields Apt. 386 Connerton, PA 54533",31.15,FedEx
6990,"345 Brent Burgs Apt. 778 Lake Sue, PR 65057",21.31,DHL
6991,"1268 Malik Burg Coffeyfort, PA 51215",35.55,FedEx
6992,"3585 Melvin Loop Apt. 793 Brittneyville, HI 67841",26.02,DHL
6993,"39537 Burton Extension South Jon, AZ 65931",10.7,UPS
6994,"26336 Johnston Shoals Suite 089 North Anthonyland, MT 66504",29.49,DHL
6995,"1795 Harris Loop Michellestad, ND 86442",35.44,FedEx
6996,"405 Aaron Ridges Woodsborough, NE 03404",38.99,DHL
6997,"6530 Brown Brook Suite 290 New Teresa, ME 81529",48.89,UPS
6998,"53197 Bryan Course Apt. 366 North Robert, DE 33418",6.28,DHL
6999,"3980 Alexander Spring Apt. 428 New Karen, MD 79937",48.8,DHL
7000,"03924 Mcdaniel Point Suite 175 Kristinaport, NJ 16621",24.96,FedEx
7001,"13100 Bridget Valleys Suite 760 Englishville, SC 15785",35.64,FedEx
7002,"564 Graham Trail Chungfurt, OR 81825",28.85,FedEx
7003,"825 John Harbors Sanchezmouth, MA 49206",9.86,UPS
7004,"536 Carlos Grove Apt. 213 Josephbury, TX 64421",7.79,DHL
7005,"4372 Jasmine Brook Suite 061 Port Kevinstad, ME 48740",37.72,UPS
7006,"829 Hannah Pines New Jerryberg, FM 46491",8.05,UPS
7007,"0560 Dennis Flats Apt. 224 East Michael, WY 32884",7.99,FedEx
7008,"24842 Bryan Neck Jeremychester, GA 44398",13.67,UPS
7009,"6142 Bowers Springs Suite 452 Mooreland, ND 07627",24.84,DHL
7010,"260 Tammy Wall East Jefferyberg, KY 37142",21.21,FedEx
7011,"21424 Joel Row Suite 870 Kellyfurt, GA 68530",12.96,UPS
7012,"080 Susan Club Suite 432 Cherylchester, ID 55596",17.67,FedEx
7013,"10773 Stewart Ferry Mccartyton, MA 70068",36.02,DHL
7014,"164 William Extensions Suite 390 North Kristiton, CA 70078",21.27,FedEx
7015,"4735 Brianna Manor Suite 130 Clarkton, MT 45447",15.91,DHL
7016,"798 Laura Pike Apt. 069 Torresmouth, TN 08347",35.07,FedEx
7017,"061 Garcia Dam Apt. 979 East David, MA 34380",20.57,FedEx
7018,"3662 Kevin View Suite 871 Christinatown, NV 61558",25.71,UPS
7019,"64622 Lopez Union Ortegaville, NV 62431",19.09,DHL
7020,"637 Joe Stream Suite 976 West Scottchester, DE 47608",31.24,DHL
7021,"PSC 5264, Box 2862 APO AE 50160",19.5,FedEx
7022,"7128 Rodriguez Plaza New Brett, WI 78886",25.3,FedEx
7023,"6135 Martin Crossing Apt. 439 Jonestown, CA 65392",21.91,FedEx
7024,"821 Brent Valleys Suite 072 Port Alexandriabury, WI 96437",44.91,DHL
7025,"088 William Expressway Suite 960 South Marisa, MN 93036",13.38,UPS
7026,"97008 John Causeway Cannonville, NE 15685",27.94,FedEx
7027,"75005 Barbara Locks Suite 169 East Jesseview, NM 49074",13.67,FedEx
7028,"08889 Audrey Forest Suite 261 Haleyborough, WV 70284",34.23,UPS
7029,"29756 Thomas Prairie Apt. 395 Fosterview, WA 67851",24.02,DHL
7030,"954 Stephanie Drives Suite 721 Ryanview, IN 37633",18.11,UPS
7031,"057 Padilla Unions Scottshire, IA 20746",13.79,FedEx
7032,"23667 Peter Squares Suite 327 Lake Jacquelineborough, SC 11539",9.11,DHL
7033,USNV Jackson FPO AE 90212,33.4,DHL
7034,"9653 Renee Knoll Garciatown, MT 33392",16.45,UPS
7035,"11341 Heather Inlet Apt. 058 Yolandaberg, FM 36434",26.64,UPS
7036,"033 Erin Canyon Suite 072 Lake Jonathanberg, UT 59537",30.33,UPS
7037,"77326 Jennifer Vista Apt. 329 East Ryanmouth, WV 89517",18.79,FedEx
7038,"3040 Jeremy Lock Apt. 629 Phelpsport, MP 11817",12.87,DHL
7039,Unit 7660 Box 8544 DPO AP 76231,18.51,DHL
7040,"050 Santana Union Suite 634 Brandyshire, CA 11954",15.86,UPS
7041,"7725 Gill Burgs North Bridgetland, PW 41250",22.37,DHL
7042,"59741 Isabel Dam Suite 161 Dannyborough, TN 50420",9.07,FedEx
7043,"5288 Stephen Road Apt. 214 Port Brenda, IL 02579",8.07,FedEx
7044,"319 Smith Lights South Jeremy, SD 83420",40.96,FedEx
7045,"2156 Erickson Lock Suite 042 Patriciachester, HI 04531",31.57,UPS
7046,"319 Dean Gateway Suite 048 Leonardtown, DE 45069",28.22,DHL
7047,"728 Huffman Forges East Daniel, ME 15621",22.87,FedEx
7048,"8323 Collier Stravenue Apt. 903 Thomasfort, MH 84394",37.8,DHL
7049,"2139 Amy Via Suite 028 Toddtown, GU 59683",19.56,UPS
7050,"4239 Carrillo Grove Scottburgh, AS 10555",5.89,UPS
7051,"3230 Kelley Ford Suite 959 Jensenville, NJ 90131",18.82,FedEx
7052,"37623 Johnny Shoals Apt. 451 Michaelview, DC 91592",33.3,FedEx
7053,Unknown Shipping Address,12.68,UPS
7054,"3215 Joshua Well Whitehaven, AS 05921",18.85,DHL
7055,"835 Carla Centers Apt. 313 South Samantha, GA 44711",33.52,UPS
7056,"534 Ramirez Spring Clarkport, NC 38372",45.35,DHL
7057,"91011 Hale Square Schneiderberg, NJ 37498",18.63,UPS
7058,"1400 Lindsay Island Apt. 814 Gabrielleport, SC 91950",19.1,UPS
7059,"458 Mason Gateway Davisbury, CO 99246",49.45,UPS
7060,"15569 Valerie Key Suite 280 Port Priscilla, DE 14325",22.02,FedEx
7061,"17776 Santiago Manor South David, RI 08696",39.34,UPS
7062,"811 Smith Crossroad South Amy, CT 73257",32.8,FedEx
7063,"5264 Patrick Corners Thompsonchester, UT 57980",31.04,UPS
7064,"25749 Higgins Cove Johnsonchester, VT 44176",19.68,DHL
7065,"8526 Brandon Causeway New Terri, MD 07901",8.51,DHL
7066,"12066 Salas Tunnel Suite 333 Marissatown, WA 98476",18.57,FedEx
7067,"44194 Heather Ridge Suite 414 Lake Wesleymouth, FM 83949",16.82,FedEx
7068,"4024 Jones Road Suite 051 North Barbarashire, OK 74124",20.88,FedEx
7069,"5744 Michael Point Lake Christyburgh, MD 29010",45.7,UPS
7070,"43110 Wells Row Tiffanychester, IN 36963",32.97,FedEx
7071,"35070 Michelle Summit Apt. 207 Connorshire, IL 16276",14.53,FedEx
7072,"6869 Jimenez Green New Kathleenside, MD 53878",10.08,FedEx
7073,"85967 Renee Locks Apt. 012 West Danielleburgh, DC 63665",40.92,UPS
7074,Unknown Shipping Address,17.85,FedEx
7075,"36941 Clark Square Suite 321 East Matthewstad, GA 78505",21.39,DHL
7076,Unknown Shipping Address,11.82,FedEx
7077,"34081 Morris Orchard Apt. 210 Sarahview, KS 07733",15.69,UPS
7078,"52534 Romero Ramp Port Davidville, DC 90352",19.55,DHL
7079,"0365 Mikayla Spurs Sethborough, LA 68945",8.58,FedEx
7080,"7875 Hess Walks Apt. 899 Maryhaven, WA 58059",32.73,UPS
7081,Unknown Shipping Address,28.65,DHL
7082,"79872 Christopher Common Suite 913 West Jamie, AZ 83785",7,DHL
7083,"9322 Harold Plains Suite 879 Lake Andrewstad, TN 09073",41.32,UPS
7084,"9302 Eugene Gardens Suite 312 Markschester, IA 34575",38.8,UPS
7085,"412 Rojas Island Annview, OK 16530",29.13,FedEx
7086,Unknown Shipping Address,35.98,UPS
7087,"3206 Jimmy Mill Apt. 694 Lake Carriechester, IA 60025",26.74,UPS
7088,Unknown Shipping Address,29.13,UPS
7089,"076 Santos Motorway Brianburgh, MH 84816",20.9,FedEx
7090,"0532 Curry Ferry South Christopher, FL 90616",19.65,FedEx
7091,"204 Smith Valleys West Davidfort, RI 09000",46.51,FedEx
7092,"058 John Expressway Michaelview, RI 75955",36.19,UPS
7093,"7916 Long Mills Melissaton, MI 75788",38.52,UPS
7094,"8437 Megan Mills Apt. 012 Oliviaborough, GA 80059",9.92,DHL
7095,"69916 Ramos Square Thomasside, NV 57197",25.51,FedEx
7096,"34342 Wilson Port Apt. 020 Bruceville, DE 17626",38.82,UPS
7097,"92235 Melissa Freeway North Tiffanyborough, MD 68221",11.28,DHL
7098,USS Harris FPO AP 24790,29.56,FedEx
7099,"50112 Welch Fort South Richard, SC 32100",39.16,FedEx
7100,"1603 Paul Streets New Johnmouth, NE 43826",45.69,DHL
7101,"PSC 7325, Box 7310 APO AA 11548",13.16,FedEx
7102,"82484 Kemp Parkway Adamstown, DE 33261",21.72,UPS
7103,"10673 Pearson Rapids Suite 565 Smithshire, GU 01324",41.12,UPS
7104,Unit 2379 Box 8841 DPO AP 44616,18.28,DHL
7105,"81273 Hannah Junction Suite 296 Andersonborough, IL 23491",26.57,DHL
7106,"90796 Rebecca Plains Suite 968 Port Crystal, PA 10239",13.17,FedEx
7107,USNV Rodriguez FPO AA 56575,41.42,FedEx
7108,"4599 Johnson Pass Apt. 845 Jennifermouth, TX 71155",11.73,UPS
7109,"86995 Brittany Road Beniteztown, CA 04439",29.09,UPS
7110,"30927 Roger Pine Apt. 365 Joycefort, FL 58161",23.83,UPS
7111,"51782 Richard Forks Sarahshire, FM 33950",32.95,DHL
7112,"42638 Sara Estate Suite 258 North Peterberg, MO 55565",23.71,DHL
7113,"66356 Henry Mountains Apt. 515 Whitestad, CO 86819",39,DHL
7114,"9203 Kyle Hill Apt. 781 Lake Johnburgh, AL 86983",38.94,DHL
7115,"253 Matthew Circle Apt. 429 West Jean, NC 85357",20.44,DHL
7116,"2711 Adrian Meadow Jenniferside, VA 69653",48.13,FedEx
7117,"0942 Miller Burg North Robert, GU 54651",40.15,FedEx
7118,"97448 Ronald Mountains Suite 758 Andrewport, AS 55489",40.97,FedEx
7119,"26410 Timothy Springs Adkinsberg, GA 46961",36.69,FedEx
7120,"568 Larson Path Joshuaberg, NY 67540",12.62,FedEx
7121,"714 Sandra Land Suite 813 Crystalburgh, NH 26605",9.65,FedEx
7122,"PSC 5048, Box 3687 APO AE 12784",35.82,DHL
7123,"78904 Smith Field Doyleview, MD 77545",17.9,DHL
7124,"62160 Todd Pine Suite 109 Stevensonchester, MI 61222",15.51,UPS
7125,"04663 Padilla Forges Suite 922 Susanburgh, LA 17078",49.86,DHL
7126,"0073 Rice Drive South Susan, CT 58035",29.21,DHL
7127,Unit 7073 Box 8533 DPO AA 95378,23.85,UPS
7128,Unit 4750 Box 4366 DPO AP 25286,25.69,DHL
7129,"69975 Green Fork Suite 544 Margaretfort, NC 23555",9.71,FedEx
7130,Unit 0074 Box 3079 DPO AP 14833,25.38,FedEx
7131,"8811 Hill Mountains Apt. 513 East Loretta, IA 60370",41.63,DHL
7132,"6048 Ramos Trail Apt. 316 Gamblehaven, MD 11439",31.34,FedEx
7133,"299 Lorraine Forge Ruthhaven, CT 66867",32.96,UPS
7134,"9784 Levi Garden Suite 274 Kevinmouth, TX 89668",38.47,UPS
7135,Unknown Shipping Address,13.79,DHL
7136,"6928 Cross Bridge Apt. 169 Karenburgh, MA 40770",13.59,FedEx
